"file","year","month","tmax","tmin","ppt"
"tmax_4kmM2_201509","2015","09",28.2563634352251,NA,NA
"tmax_4kmM2_201510","2015","10",19.5327273282138,NA,NA
"tmax_4kmM2_201511","2015","11",16.5581819360906,NA,NA
"tmax_4kmM2_201512","2015","12",14.4381817904386,NA,NA
"tmax_4kmM2_201601","2016","01",5.55363642085682,NA,NA
"tmax_4kmM2_201602","2016","02",8.0481818372553,NA,NA
"tmax_4kmM2_201603","2016","03",16.2309090007435,NA,NA
"tmax_4kmM2_201604","2016","04",18.9763636155562,NA,NA
"tmax_4kmM2_201605","2016","05",21.1509089036421,NA,NA
"tmax_4kmM2_201606","2016","06",28.957727432251,NA,NA
"tmax_4kmM2_201607","2016","07",32.0555456334894,NA,NA
"tmax_4kmM2_201608","2016","08",32.1499999653209,NA,NA
"tmax_4kmM2_201609","2016","09",28.0491818514737,NA,NA
"tmax_4kmM2_201610","2016","10",21.4014545787464,NA,NA
"tmax_4kmM2_201611","2016","11",15.586181900718,NA,NA
"tmax_4kmM2_201612","2016","12",8.93399992856112,NA,NA
"tmax_4kmM2_201701","2017","01",8.02563632618297,NA,NA
"tmax_4kmM2_201702","2017","02",12.9710908369585,NA,NA
"tmax_4kmM2_201703","2017","03",12.5981818979437,NA,NA
"tmax_4kmM2_201704","2017","04",21.5998181429776,NA,NA
"tmax_4kmM2_201705","2017","05",22.60509074818,NA,NA
"tmax_4kmM2_201706","2017","06",29.2689089341597,NA,NA
"tmax_4kmM2_201707","2017","07",31.5521815906871,NA,NA
"tmax_4kmM2_201708","2017","08",28.6150909770619,NA,NA
"tmax_4kmM2_201709","2017","09",26.2321820692583,NA,NA
"tmax_4kmM2_201710","2017","10",22.405817898837,NA,NA
"tmax_4kmM2_201711","2017","11",13.7228180278431,NA,NA
"tmax_4kmM2_201712","2017","12",7.64345450834794,NA,NA
"tmax_4kmM2_201801","2018","01",5.64427276091142,NA,NA
"tmax_4kmM2_201802","2018","02",10.4297272942283,NA,NA
"tmax_4kmM2_201803","2018","03",9.88463618538596,NA,NA
"tmax_4kmM2_201804","2018","04",16.9704544760964,NA,NA
"tmax_4kmM2_201805","2018","05",26.4503635059703,NA,NA
"tmax_4kmM2_201806","2018","06",28.0451821413907,NA,NA
"tmin_4kmM2_201807","2018","07",NA,20.7918182719838,NA
"tmin_4kmM2_201808","2018","08",NA,21.0030002593994,NA
"tmin_4kmM2_201809","2018","09",NA,19.3644547895952,NA
"tmin_4kmM2_201810","2018","10",NA,10.8938183350997,NA
"tmin_4kmM2_201811","2018","11",NA,2.80436363003471,NA
"tmin_4kmM2_201812","2018","12",NA,0.459454543211243,NA
"tmin_4kmM2_198101","1981","01",NA,-6.11454547535289,NA
"tmin_4kmM2_198102","1981","02",NA,-1.61454545909708,NA
"tmin_4kmM2_198103","1981","03",NA,0.425454541024837,NA
"tmin_4kmM2_198104","1981","04",NA,8.55090912905606,NA
"tmin_4kmM2_198105","1981","05",NA,11.0736363150857,NA
"tmin_4kmM2_198106","1981","06",NA,18.6090906316584,NA
"tmin_4kmM2_198107","1981","07",NA,20.0581817626953,NA
"tmin_4kmM2_198108","1981","08",NA,17.3072728243741,NA
"tmin_4kmM2_198109","1981","09",NA,14.7236362804066,NA
"tmin_4kmM2_198110","1981","10",NA,6.94727269085971,NA
"tmin_4kmM2_198111","1981","11",NA,3.52636367624456,NA
"tmin_4kmM2_198112","1981","12",NA,-1.90545454350385,NA
"tmin_4kmM2_198201","1982","01",NA,-7.91545451771129,NA
"tmin_4kmM2_198202","1982","02",NA,-2.02727271210064,NA
"tmin_4kmM2_198203","1982","03",NA,1.2254545471885,NA
"tmin_4kmM2_198204","1982","04",NA,4.517272754149,NA
"tmin_4kmM2_198205","1982","05",NA,12.9572727029974,NA
"tmin_4kmM2_198206","1982","06",NA,16.5054545836015,NA
"tmin_4kmM2_198207","1982","07",NA,19.9227272380482,NA
"tmin_4kmM2_198208","1982","08",NA,16.9572727029974,NA
"tmin_4kmM2_198209","1982","09",NA,14.0545454892245,NA
"tmin_4kmM2_198210","1982","10",NA,8.29818179390647,NA
"tmin_4kmM2_198211","1982","11",NA,3.98181822083213,NA
"tmin_4kmM2_198212","1982","12",NA,1.86363635821776,NA
"tmin_4kmM2_198301","1983","01",NA,-2.04454543373802,NA
"tmin_4kmM2_198302","1983","02",NA,-2.87272728573192,NA
"tmin_4kmM2_198303","1983","03",NA,3.48272728919983,NA
"tmin_4kmM2_198304","1983","04",NA,5.80545455759222,NA
"tmin_4kmM2_198305","1983","05",NA,11.2536363601685,NA
"tmin_4kmM2_198306","1983","06",NA,17.0572726509788,NA
"tmin_4kmM2_198307","1983","07",NA,19.3772726925937,NA
"tmin_4kmM2_198308","1983","08",NA,19.7800001664595,NA
"tmin_4kmM2_198309","1983","09",NA,14.2918181852861,NA
"tmin_4kmM2_198310","1983","10",NA,8.97909086400812,NA
"tmin_4kmM2_198311","1983","11",NA,3.16090904582631,NA
"tmin_4kmM2_198312","1983","12",NA,-3.14090908657421,NA
"tmin_4kmM2_198401","1984","01",NA,-6.30272726579146,NA
"tmin_4kmM2_198402","1984","02",NA,0.374545450237664,NA
"tmin_4kmM2_198403","1984","03",NA,-0.845454543998296,NA
"tmin_4kmM2_198404","1984","04",NA,6.45909088308161,NA
"tmin_4kmM2_198405","1984","05",NA,11.6909090388905,NA
"tmin_4kmM2_198406","1984","06",NA,17.587272644043,NA
"tmin_4kmM2_198407","1984","07",NA,18.9345455169678,NA
"tmin_4kmM2_198408","1984","08",NA,19.3136364329945,NA
"tmin_4kmM2_198409","1984","09",NA,13.1981818459251,NA
"tmin_4kmM2_198410","1984","10",NA,12.2981818806041,NA
"tmin_4kmM2_198411","1984","11",NA,1.4936363642866,NA
"tmin_4kmM2_198412","1984","12",NA,1.54636363549666,NA
"tmin_4kmM2_198501","1985","01",NA,-5.78181821649725,NA
"tmin_4kmM2_198502","1985","02",NA,-2.46545456756245,NA
"tmin_4kmM2_198503","1985","03",NA,1.94818180257624,NA
"tmin_4kmM2_198504","1985","04",NA,8.0627272345803,NA
"tmin_4kmM2_198505","1985","05",NA,13.0718182650479,NA
"tmin_4kmM2_198506","1985","06",NA,16.2481816898693,NA
"tmin_4kmM2_198507","1985","07",NA,19.2772726579146,NA
"tmin_4kmM2_198508","1985","08",NA,18.9581817280162,NA
"tmin_4kmM2_198509","1985","09",NA,14.5727272900668,NA
"tmin_4kmM2_198510","1985","10",NA,9.99636355313388,NA
"tmin_4kmM2_198511","1985","11",NA,7.03454555164684,NA
"tmin_4kmM2_198512","1985","12",NA,-3.61545452204618,NA
"tmin_4kmM2_198601","1986","01",NA,-4.22181814367121,NA
"tmin_4kmM2_198602","1986","02",NA,-2.87545453418385,NA
"tmin_4kmM2_198603","1986","03",NA,0.852727269584482,NA
"tmin_4kmM2_198604","1986","04",NA,6.69363646073775,NA
"tmin_4kmM2_198605","1986","05",NA,12.2281819256869,NA
"tmin_4kmM2_198606","1986","06",NA,17.1454547535289,NA
"tmin_4kmM2_198607","1986","07",NA,20.6254548159513,NA
"tmin_4kmM2_198608","1986","08",NA,17.729999889027,NA
"tmin_4kmM2_198609","1986","09",NA,15.2954545454545,NA
"tmin_4kmM2_198610","1986","10",NA,9.20454536784779,NA
"tmin_4kmM2_198611","1986","11",NA,2.03272728486495,NA
"tmin_4kmM2_198612","1986","12",NA,-1.44000001929023,NA
"tmin_4kmM2_198701","1987","01",NA,-3.78727277842435,NA
"tmin_4kmM2_198702","1987","02",NA,-3.42545452984897,NA
"tmin_4kmM2_198703","1987","03",NA,1.84454544024034,NA
"tmin_4kmM2_198704","1987","04",NA,6.25181822343306,NA
"tmin_4kmM2_198705","1987","05",NA,12.3599999167702,NA
"tmin_4kmM2_198706","1987","06",NA,17.8581816933372,NA
"tmin_4kmM2_198707","1987","07",NA,21.1818180084229,NA
"tmin_4kmM2_198708","1987","08",NA,19.4263631647283,NA
"tmin_4kmM2_198709","1987","09",NA,15.9072727723555,NA
"tmin_4kmM2_198710","1987","10",NA,4.54272725365379,NA
"tmin_4kmM2_198711","1987","11",NA,3.22545459053733,NA
"tmin_4kmM2_198712","1987","12",NA,-0.0872727288779887,NA
"tmin_4kmM2_198801","1988","01",NA,-6.76363637230613,NA
"tmin_4kmM2_198802","1988","02",NA,-2.92909086834301,NA
"tmin_4kmM2_198803","1988","03",NA,1.1890909021551,NA
"tmin_4kmM2_198804","1988","04",NA,5.89454551176591,NA
"tmin_4kmM2_198805","1988","05",NA,11.736363584345,NA
"tmin_4kmM2_198806","1988","06",NA,16.4945453297008,NA
"tmin_4kmM2_198807","1988","07",NA,19.9309090701017,NA
"tmin_4kmM2_198808","1988","08",NA,20.2263636155562,NA
"tmin_4kmM2_198809","1988","09",NA,13.8963636918501,NA
"tmin_4kmM2_198810","1988","10",NA,4.57363642345775,NA
"tmin_4kmM2_198811","1988","11",NA,2.49090912125327,NA
"tmin_4kmM2_198812","1988","12",NA,-2.25545454025269,NA
"tmin_4kmM2_198901","1989","01",NA,-2.19636362249201,NA
"tmin_4kmM2_198902","1989","02",NA,-2.01636360992085,NA
"tmin_4kmM2_198903","1989","03",NA,1.40545456111431,NA
"tmin_4kmM2_198904","1989","04",NA,5.12181830406189,NA
"tmin_4kmM2_198905","1989","05",NA,10.9518182927912,NA
"tmin_4kmM2_198906","1989","06",NA,18.455454566262,NA
"tmin_4kmM2_198907","1989","07",NA,19.372727134011,NA
"tmin_4kmM2_198908","1989","08",NA,18.3509091463956,NA
"tmin_4kmM2_198909","1989","09",NA,15.5890909541737,NA
"tmin_4kmM2_198910","1989","10",NA,8.55909096110951,NA
"tmin_4kmM2_198911","1989","11",NA,3.51727271080017,NA
"tmin_4kmM2_198912","1989","12",NA,-7.97727268392389,NA
"tmin_4kmM2_199001","1990","01",NA,-0.0518181838772514,NA
"tmin_4kmM2_199002","1990","02",NA,0.114545467224988,NA
"tmin_4kmM2_199003","1990","03",NA,3.18090909177607,NA
"tmin_4kmM2_199004","1990","04",NA,6.48636362769387,NA
"tmin_4kmM2_199005","1990","05",NA,11.696363622492,NA
"tmin_4kmM2_199006","1990","06",NA,16.0218179876154,NA
"tmin_4kmM2_199007","1990","07",NA,19.7236364538019,NA
"tmin_4kmM2_199008","1990","08",NA,18.4690908952193,NA
"tmin_4kmM2_199009","1990","09",NA,14.0018182234331,NA
"tmin_4kmM2_199010","1990","10",NA,9.7372726093639,NA
"tmin_4kmM2_199011","1990","11",NA,3.4200000112707,NA
"tmin_4kmM2_199012","1990","12",NA,0.179090900854631,NA
"tmin_4kmM2_199101","1991","01",NA,-2.93090911345048,NA
"tmin_4kmM2_199102","1991","02",NA,-0.818181814456528,NA
"tmin_4kmM2_199103","1991","03",NA,2.78545452247966,NA
"tmin_4kmM2_199104","1991","04",NA,8.01181827891957,NA
"tmin_4kmM2_199105","1991","05",NA,15.1799999583851,NA
"tmin_4kmM2_199106","1991","06",NA,17.7045454545455,NA
"tmin_4kmM2_199107","1991","07",NA,21.285454489968,NA
"tmin_4kmM2_199108","1991","08",NA,19.5727272033691,NA
"tmin_4kmM2_199109","1991","09",NA,15.1881817037409,NA
"tmin_4kmM2_199110","1991","10",NA,8.09727274287831,NA
"tmin_4kmM2_199111","1991","11",NA,3.39090908657421,NA
"tmin_4kmM2_199112","1991","12",NA,0.480909098278392,NA
"tmin_4kmM2_199201","1992","01",NA,-2.66636360775341,NA
"tmin_4kmM2_199202","1992","02",NA,-1.5236363736066,NA
"tmin_4kmM2_199203","1992","03",NA,0.467272725294937,NA
"tmin_4kmM2_199204","1992","04",NA,6.62818180431019,NA
"tmin_4kmM2_199205","1992","05",NA,10.2545455585827,NA
"tmin_4kmM2_199206","1992","06",NA,15.5063636086204,NA
"tmin_4kmM2_199207","1992","07",NA,20.2890907634388,NA
"tmin_4kmM2_199208","1992","08",NA,17.2472726648504,NA
"tmin_4kmM2_199209","1992","09",NA,15.0881816690618,NA
"tmin_4kmM2_199210","1992","10",NA,6.44090912558816,NA
"tmin_4kmM2_199211","1992","11",NA,4.44545455412431,NA
"tmin_4kmM2_199212","1992","12",NA,-0.206363635307009,NA
"tmin_4kmM2_199301","1993","01",NA,-0.686363631351428,NA
"tmin_4kmM2_199302","1993","02",NA,-4.43545454198664,NA
"tmin_4kmM2_199303","1993","03",NA,0.137272728268396,NA
"tmin_4kmM2_199304","1993","04",NA,5.81363634629683,NA
"tmin_4kmM2_199305","1993","05",NA,12.6227273074063,NA
"tmin_4kmM2_199306","1993","06",NA,16.3163636814464,NA
"tmin_4kmM2_199307","1993","07",NA,21.1327273628928,NA
"tmin_4kmM2_199308","1993","08",NA,19.3681817488237,NA
"tmin_4kmM2_199309","1993","09",NA,15.7081817280162,NA
"tmin_4kmM2_199310","1993","10",NA,7.61818187887018,NA
"tmin_4kmM2_199311","1993","11",NA,2.70727270299738,NA
"tmin_4kmM2_199312","1993","12",NA,-1.43818181211298,NA
"tmin_4kmM2_199401","1994","01",NA,-6.98363633589311,NA
"tmin_4kmM2_199402","1994","02",NA,-3.49272723631425,NA
"tmin_4kmM2_199403","1994","03",NA,0.359090906652537,NA
"tmin_4kmM2_199404","1994","04",NA,8.83545450730757,NA
"tmin_4kmM2_199405","1994","05",NA,9.5018181367354,NA
"tmin_4kmM2_199406","1994","06",NA,18.622727134011,NA
"tmin_4kmM2_199407","1994","07",NA,21.0545454892245,NA
"tmin_4kmM2_199408","1994","08",NA,17.8809089660645,NA
"tmin_4kmM2_199409","1994","09",NA,14.00909094377,NA
"tmin_4kmM2_199410","1994","10",NA,6.90818184072321,NA
"tmin_4kmM2_199411","1994","11",NA,5.10727271166715,NA
"tmin_4kmM2_199412","1994","12",NA,0.878181818703359,NA
"tmin_4kmM2_199501","1995","01",NA,-0.600909094241532,NA
"tmin_4kmM2_199502","1995","02",NA,-4.76454544067383,NA
"tmin_4kmM2_199503","1995","03",NA,2.77090908180584,NA
"tmin_4kmM2_199504","1995","04",NA,5.72727268392389,NA
"tmin_4kmM2_199505","1995","05",NA,11.8954545801336,NA
"tmin_4kmM2_199506","1995","06",NA,17.8854546980424,NA
"tmin_4kmM2_199507","1995","07",NA,21.0545454892245,NA
"tmin_4kmM2_199508","1995","08",NA,20.1063638166948,NA
"tmin_4kmM2_199509","1995","09",NA,15.368181922219,NA
"tmin_4kmM2_199510","1995","10",NA,9.66454549269243,NA
"tmin_4kmM2_199511","1995","11",NA,1.09000000120564,NA
"tmin_4kmM2_199512","1995","12",NA,-2.97999997572465,NA
"tmin_4kmM2_199601","1996","01",NA,-5.03545457666571,NA
"tmin_4kmM2_199602","1996","02",NA,-2.64272727749564,NA
"tmin_4kmM2_199603","1996","03",NA,-0.494545450942083,NA
"tmin_4kmM2_199604","1996","04",NA,6.80363637750799,NA
"tmin_4kmM2_199605","1996","05",NA,11.6218181956898,NA
"tmin_4kmM2_199606","1996","06",NA,18.0090911171653,NA
"tmin_4kmM2_199607","1996","07",NA,19.0290907079523,NA
"tmin_4kmM2_199608","1996","08",NA,18.3190909298983,NA
"tmin_4kmM2_199609","1996","09",NA,15.7827271548184,NA
"tmin_4kmM2_199610","1996","10",NA,8.48272735422308,NA
"tmin_4kmM2_199611","1996","11",NA,1.23727272857319,NA
"tmin_4kmM2_199612","1996","12",NA,0.850000007586046,NA
"tmin_4kmM2_199701","1997","01",NA,-3.05727273767645,NA
"tmin_4kmM2_199702","1997","02",NA,0.694545451721007,NA
"tmin_4kmM2_199703","1997","03",NA,3.14727273854342,NA
"tmin_4kmM2_199704","1997","04",NA,5.86727268045599,NA
"tmin_4kmM2_199705","1997","05",NA,9.94545477086847,NA
"tmin_4kmM2_199706","1997","06",NA,16.0972727862271,NA
"tmin_4kmM2_199707","1997","07",NA,19.6327273628928,NA
"tmin_4kmM2_199708","1997","08",NA,18.3618183135986,NA
"tmin_4kmM2_199709","1997","09",NA,15.0581817626953,NA
"tmin_4kmM2_199710","1997","10",NA,8.36272729526867,NA
"tmin_4kmM2_199711","1997","11",NA,2.83454546061429,NA
"tmin_4kmM2_199712","1997","12",NA,-0.430000009861859,NA
"tmin_4kmM2_199801","1998","01",NA,1.2372727339918,NA
"tmin_4kmM2_199802","1998","02",NA,1.07727272402156,NA
"tmin_4kmM2_199803","1998","03",NA,2.98545455932617,NA
"tmin_4kmM2_199804","1998","04",NA,8.08636357567527,NA
"tmin_4kmM2_199805","1998","05",NA,14.3009093024514,NA
"tmin_4kmM2_199806","1998","06",NA,17.812727321278,NA
"tmin_4kmM2_199807","1998","07",NA,19.9609090631658,NA
"tmin_4kmM2_199808","1998","08",NA,19.8554545315829,NA
"tmin_4kmM2_199809","1998","09",NA,18.1954543373801,NA
"tmin_4kmM2_199810","1998","10",NA,9.67545439980247,NA
"tmin_4kmM2_199811","1998","11",NA,3.0745454268022,NA
"tmin_4kmM2_199812","1998","12",NA,1.46545451879501,NA
"tmin_4kmM2_199901","1999","01",NA,-2.35909091342579,NA
"tmin_4kmM2_199902","1999","02",NA,-1.32181818918748,NA
"tmin_4kmM2_199903","1999","03",NA,0.749090904539282,NA
"tmin_4kmM2_199904","1999","04",NA,7.11636369878596,NA
"tmin_4kmM2_199905","1999","05",NA,12.4345454302701,NA
"tmin_4kmM2_199906","1999","06",NA,17.7509091117165,NA
"tmin_4kmM2_199907","1999","07",NA,21.5809090354226,NA
"tmin_4kmM2_199908","1999","08",NA,19.9763636155562,NA
"tmin_4kmM2_199909","1999","09",NA,15.7863636016846,NA
"tmin_4kmM2_199910","1999","10",NA,7.32999992370605,NA
"tmin_4kmM2_199911","1999","11",NA,5.72818175229159,NA
"tmin_4kmM2_199912","1999","12",NA,-0.329090908169746,NA
"tmin_4kmM2_200001","2000","01",NA,-3.45636363462968,NA
"tmin_4kmM2_200002","2000","02",NA,-0.828181811185046,NA
"tmin_4kmM2_200003","2000","03",NA,3.95545454458757,NA
"tmin_4kmM2_200004","2000","04",NA,7.36454547535289,NA
"tmin_4kmM2_200005","2000","05",NA,13.7536364468661,NA
"tmin_4kmM2_200006","2000","06",NA,18.2100001248446,NA
"tmin_4kmM2_200007","2000","07",NA,18.2245452187278,NA
"tmin_4kmM2_200008","2000","08",NA,18.9290906732733,NA
"tmin_4kmM2_200009","2000","09",NA,14.8045453158292,NA
"tmin_4kmM2_200010","2000","10",NA,8.57727271860296,NA
"tmin_4kmM2_200011","2000","11",NA,1.94000001387163,NA
"tmin_4kmM2_200012","2000","12",NA,-5.19000001387163,NA
"tmin_4kmM2_200101","2001","01",NA,-4.07181822169911,NA
"tmin_4kmM2_200102","2001","02",NA,-1.23727272315459,NA
"tmin_4kmM2_200103","2001","03",NA,0.301818176596002,NA
"tmin_4kmM2_200104","2001","04",NA,7.32272716002031,NA
"tmin_4kmM2_200105","2001","05",NA,12.2445455897938,NA
"tmin_4kmM2_200106","2001","06",NA,18.0745454268022,NA
"tmin_4kmM2_200107","2001","07",NA,17.9681819568981,NA
"tmin_4kmM2_200108","2001","08",NA,20.5436366688121,NA
"tmin_4kmM2_200109","2001","09",NA,14.0781817869707,NA
"tmin_4kmM2_200110","2001","10",NA,7.49000007455999,NA
"tmin_4kmM2_200111","2001","11",NA,4.40909093076533,NA
"tmin_4kmM2_200112","2001","12",NA,1.83272726969285,NA
"tmin_4kmM2_200201","2002","01",NA,-0.646363648162647,NA
"tmin_4kmM2_200202","2002","02",NA,-0.77636362307451,NA
"tmin_4kmM2_200203","2002","03",NA,2.24909092079509,NA
"tmin_4kmM2_200204","2002","04",NA,8.65454530715942,NA
"tmin_4kmM2_200205","2002","05",NA,11.658181884072,NA
"tmin_4kmM2_200206","2002","06",NA,18.1972727342085,NA
"tmin_4kmM2_200207","2002","07",NA,21.0918180292303,NA
"tmin_4kmM2_200208","2002","08",NA,21.0081818320534,NA
"tmin_4kmM2_200209","2002","09",NA,16.4445453990589,NA
"tmin_4kmM2_200210","2002","10",NA,10.0954543027011,NA
"tmin_4kmM2_200211","2002","11",NA,3.19999998266047,NA
"tmin_4kmM2_200212","2002","12",NA,-2.2600000446493,NA
"tmin_4kmM2_200301","2003","01",NA,-5.04454543373801,NA
"tmin_4kmM2_200302","2003","02",NA,-4.04818185892972,NA
"tmin_4kmM2_200303","2003","03",NA,1.69272726232355,NA
"tmin_4kmM2_200304","2003","04",NA,6.50272729180076,NA
"tmin_4kmM2_200305","2003","05",NA,12.0790909853849,NA
"tmin_4kmM2_200306","2003","06",NA,17.1245451840487,NA
"tmin_4kmM2_200307","2003","07",NA,20.2872725400058,NA
"tmin_4kmM2_200308","2003","08",NA,21.1145454753529,NA
"tmin_4kmM2_200309","2003","09",NA,16.2363636710427,NA
"tmin_4kmM2_200310","2003","10",NA,7.69545459747314,NA
"tmin_4kmM2_200311","2003","11",NA,5.66545451771129,NA
"tmin_4kmM2_200312","2003","12",NA,-1.3954545584592,NA
"tmin_4kmM2_200401","2004","01",NA,-5.70545452291315,NA
"tmin_4kmM2_200402","2004","02",NA,-2.87545455585827,NA
"tmin_4kmM2_200403","2004","03",NA,2.84090911258351,NA
"tmin_4kmM2_200404","2004","04",NA,8.35181830146096,NA
"tmin_4kmM2_200405","2004","05",NA,16.5654544830322,NA
"tmin_4kmM2_200406","2004","06",NA,17.6490910269997,NA
"tmin_4kmM2_200407","2004","07",NA,20.8572725816206,NA
"tmin_4kmM2_200408","2004","08",NA,19.2554548436945,NA
"tmin_4kmM2_200409","2004","09",NA,16.7509090250189,NA
"tmin_4kmM2_200410","2004","10",NA,9.20181820609353,NA
"tmin_4kmM2_200411","2004","11",NA,5.14181813326749,NA
"tmin_4kmM2_200412","2004","12",NA,-1.21636363863945,NA
"tmin_4kmM2_200501","2005","01",NA,-2.60454547405243,NA
"tmin_4kmM2_200502","2005","02",NA,-1.96636363593015,NA
"tmin_4kmM2_200503","2005","03",NA,0.241818173365159,NA
"tmin_4kmM2_200504","2005","04",NA,7.16545447436246,NA
"tmin_4kmM2_200505","2005","05",NA,10.0063635219227,NA
"tmin_4kmM2_200506","2005","06",NA,18.2418183413419,NA
"tmin_4kmM2_200507","2005","07",NA,21.5927274877375,NA
"tmin_4kmM2_200508","2005","08",NA,21.220908945257,NA
"tmin_4kmM2_200509","2005","09",NA,17.1390909715132,NA
"tmin_4kmM2_200510","2005","10",NA,10.8627271652222,NA
"tmin_4kmM2_200511","2005","11",NA,3.95272729613564,NA
"tmin_4kmM2_200512","2005","12",NA,-2.57000000910325,NA
"tmin_4kmM2_200601","2006","01",NA,0.472727273675528,NA
"tmin_4kmM2_200602","2006","02",NA,-1.82727275111459,NA
"tmin_4kmM2_200603","2006","03",NA,2.4590908722444,NA
"tmin_4kmM2_200604","2006","04",NA,8.68545458533547,NA
"tmin_4kmM2_200605","2006","05",NA,11.8445454510775,NA
"tmin_4kmM2_200606","2006","06",NA,17.8354545940052,NA
"tmin_4kmM2_200607","2006","07",NA,21.5490909923207,NA
"tmin_4kmM2_200608","2006","08",NA,20.9509091810747,NA
"tmin_4kmM2_200609","2006","09",NA,14.9927272796631,NA
"tmin_4kmM2_200610","2006","10",NA,8.29181818528609,NA
"tmin_4kmM2_200611","2006","11",NA,5.09909083626487,NA
"tmin_4kmM2_200612","2006","12",NA,1.13363636623729,NA
"tmin_4kmM2_200701","2007","01",NA,-0.115454545413906,NA
"tmin_4kmM2_200702","2007","02",NA,-5.91000006415627,NA
"tmin_4kmM2_200703","2007","03",NA,1.76181818138469,NA
"tmin_4kmM2_200704","2007","04",NA,5.97727281397039,NA
"tmin_4kmM2_200705","2007","05",NA,13.1009091463956,NA
"tmin_4kmM2_200706","2007","06",NA,18.229999889027,NA
"tmin_4kmM2_200707","2007","07",NA,19.6027271964333,NA
"tmin_4kmM2_200708","2007","08",NA,20.4681819568981,NA
"tmin_4kmM2_200709","2007","09",NA,16.0909090042114,NA
"tmin_4kmM2_200710","2007","10",NA,12.4981818632646,NA
"tmin_4kmM2_200711","2007","11",NA,3.79272725365379,NA
"tmin_4kmM2_200712","2007","12",NA,0.219090905717828,NA
"tmin_4kmM2_200801","2008","01",NA,-1.99454545974731,NA
"tmin_4kmM2_200802","2008","02",NA,-1.55000000108372,NA
"tmin_4kmM2_200803","2008","03",NA,2.09636364199898,NA
"tmin_4kmM2_200804","2008","04",NA,8.39090919494629,NA
"tmin_4kmM2_200805","2008","05",NA,10.9481819326227,NA
"tmin_4kmM2_200806","2008","06",NA,18.6481817418879,NA
"tmin_4kmM2_200807","2008","07",NA,20.3809089660645,NA
"tmin_4kmM2_200808","2008","08",NA,18.4463637958873,NA
"tmin_4kmM2_200809","2008","09",NA,16.7872728000988,NA
"tmin_4kmM2_200810","2008","10",NA,8.02636367624456,NA
"tmin_4kmM2_200811","2008","11",NA,3.38363636623729,NA
"tmin_4kmM2_200812","2008","12",NA,-0.587272727862,NA
"tmin_4kmM2_200901","2009","01",NA,-5.03090910478072,NA
"tmin_4kmM2_200902","2009","02",NA,-1.74272725798867,NA
"tmin_4kmM2_200903","2009","03",NA,1.63636365261945,NA
"tmin_4kmM2_200904","2009","04",NA,8.18181813846935,NA
"tmin_4kmM2_200905","2009","05",NA,13.8136362595992,NA
"tmin_4kmM2_200906","2009","06",NA,18.6154545870694,NA
"tmin_4kmM2_200907","2009","07",NA,19.1636366410689,NA
"tmin_4kmM2_200908","2009","08",NA,20.9445453990589,NA
"tmin_4kmM2_200909","2009","09",NA,15.7481818632646,NA
"tmin_4kmM2_200910","2009","10",NA,8.59545451944525,NA
"tmin_4kmM2_200911","2009","11",NA,5.764545397325,NA
"tmin_4kmM2_200912","2009","12",NA,-1.82818181406368,NA
"tmin_4kmM2_201001","2010","01",NA,-3.32090906663374,NA
"tmin_4kmM2_201002","2010","02",NA,-3.59181815927679,NA
"tmin_4kmM2_201003","2010","03",NA,4.51727279749784,NA
"tmin_4kmM2_201004","2010","04",NA,8.94636362249201,NA
"tmin_4kmM2_201005","2010","05",NA,14.289999961853,NA
"tmin_4kmM2_201006","2010","06",NA,20.5745454268022,NA
"tmin_4kmM2_201007","2010","07",NA,21.7900000485507,NA
"tmin_4kmM2_201008","2010","08",NA,20.7918186187744,NA
"tmin_4kmM2_201009","2010","09",NA,16.5627272345803,NA
"tmin_4kmM2_201010","2010","10",NA,9.84181820262562,NA
"tmin_4kmM2_201011","2010","11",NA,3.28363637490706,NA
"tmin_4kmM2_201012","2010","12",NA,-2.968181848526,NA
"tmin_4kmM2_201101","2011","01",NA,-3.8863635930148,NA
"tmin_4kmM2_201102","2011","02",NA,-1.65090909329328,NA
"tmin_4kmM2_201103","2011","03",NA,2.01818181167949,NA
"tmin_4kmM2_201104","2011","04",NA,9.19909078424627,NA
"tmin_4kmM2_201105","2011","05",NA,14.4299997849898,NA
"tmin_4kmM2_201106","2011","06",NA,19.4418180639094,NA
"tmin_4kmM2_201107","2011","07",NA,22.3181818181818,NA
"tmin_4kmM2_201108","2011","08",NA,20.1972727342085,NA
"tmin_4kmM2_201109","2011","09",NA,17.6572728590532,NA
"tmin_4kmM2_201110","2011","10",NA,9.00999988209118,NA
"tmin_4kmM2_201111","2011","11",NA,4.70818187973716,NA
"tmin_4kmM2_201112","2011","12",NA,1.08181817152283,NA
"tmin_4kmM2_201201","2012","01",NA,-1.48090909827839,NA
"tmin_4kmM2_201202","2012","02",NA,0.54272727380422,NA
"tmin_4kmM2_201203","2012","03",NA,6.54090907356956,NA
"tmin_4kmM2_201204","2012","04",NA,7.40545459227128,NA
"tmin_4kmM2_201205","2012","05",NA,15.4754545905373,NA
"tmin_4kmM2_201206","2012","06",NA,17.499999479814,NA
"tmin_4kmM2_201207","2012","07",NA,22.3536364815452,NA
"tmin_4kmM2_201208","2012","08",NA,20.8381817557595,NA
"tmin_4kmM2_201209","2012","09",NA,15.6490908536044,NA
